,Location,Month_Date,SPEI_3_PM
1,Ninh Sơn District,01-01-1981,-0.494015685
2,Ninh Sơn District,01-02-1981,-0.494015685
3,Ninh Sơn District,01-03-1981,-1.082699346
4,Ninh Sơn District,01-04-1981,-0.657010966
5,Ninh Sơn District,01-05-1981,-0.614504086
6,Ninh Sơn District,01-06-1981,0.017589744
7,Ninh Sơn District,01-07-1981,0.091080806
8,Ninh Sơn District,01-08-1981,0.271908941
9,Ninh Sơn District,01-09-1981,-0.378104014
10,Ninh Sơn District,01-10-1981,-0.885382367
11,Ninh Sơn District,01-11-1981,-0.854064237
12,Ninh Sơn District,01-12-1981,-0.848971329
13,Ninh Sơn District,01-01-1982,-0.64827083
14,Ninh Sơn District,01-02-1982,-0.796926046
15,Ninh Sơn District,01-03-1982,-0.716589161
16,Ninh Sơn District,01-04-1982,-1.1102827
17,Ninh Sơn District,01-05-1982,-1.559445815
18,Ninh Sơn District,01-06-1982,-1.799574657
19,Ninh Sơn District,01-07-1982,-1.820916172
20,Ninh Sơn District,01-08-1982,-2.059622256
21,Ninh Sơn District,01-09-1982,-1.794645316
22,Ninh Sơn District,01-10-1982,-1.790864531
23,Ninh Sơn District,01-11-1982,-1.61067441
24,Ninh Sơn District,01-12-1982,-1.724933937
25,Ninh Sơn District,01-01-1983,-1.576632442
26,Ninh Sơn District,01-02-1983,-1.548797923
27,Ninh Sơn District,01-03-1983,-1.190291784
28,Ninh Sơn District,01-04-1983,-1.193550938
29,Ninh Sơn District,01-05-1983,-1.481128724
30,Ninh Sơn District,01-06-1983,-1.389275538
31,Ninh Sơn District,01-07-1983,-1.414729035
32,Ninh Sơn District,01-08-1983,-0.833360587
33,Ninh Sơn District,01-09-1983,-0.740291291
34,Ninh Sơn District,01-10-1983,-0.481487041
35,Ninh Sơn District,01-11-1983,-1.031443458
36,Ninh Sơn District,01-12-1983,-1.095540676
37,Ninh Sơn District,01-01-1984,-1.365775948
38,Ninh Sơn District,01-02-1984,-1.193312502
39,Ninh Sơn District,01-03-1984,-1.107119721
40,Ninh Sơn District,01-04-1984,-1.122988834
41,Ninh Sơn District,01-05-1984,-1.301556546
42,Ninh Sơn District,01-06-1984,-1.355216879
43,Ninh Sơn District,01-07-1984,-1.38178535
44,Ninh Sơn District,01-08-1984,-1.475921132
45,Ninh Sơn District,01-09-1984,-1.467797426
46,Ninh Sơn District,01-10-1984,-1.201774518
47,Ninh Sơn District,01-11-1984,-1.201118031
48,Ninh Sơn District,01-12-1984,-1.150114927
49,Ninh Sơn District,01-01-1985,-1.390363409
50,Ninh Sơn District,01-02-1985,-1.139059859
51,Ninh Sơn District,01-03-1985,-1.181351016
52,Ninh Sơn District,01-04-1985,-0.361636449
53,Ninh Sơn District,01-05-1985,-1.068334965
54,Ninh Sơn District,01-06-1985,-1.074623704
55,Ninh Sơn District,01-07-1985,-1.473139826
56,Ninh Sơn District,01-08-1985,-1.599093339
57,Ninh Sơn District,01-09-1985,-1.497050988
58,Ninh Sơn District,01-10-1985,-1.522884476
59,Ninh Sơn District,01-11-1985,-1.416793946
60,Ninh Sơn District,01-12-1985,-1.444334586
61,Ninh Sơn District,01-01-1986,-1.244144622
62,Ninh Sơn District,01-02-1986,-1.152088159
63,Ninh Sơn District,01-03-1986,-1.465807996
64,Ninh Sơn District,01-04-1986,-1.440609907
65,Ninh Sơn District,01-05-1986,-1.237705184
66,Ninh Sơn District,01-06-1986,-1.322479938
67,Ninh Sơn District,01-07-1986,-1.200678438
68,Ninh Sơn District,01-08-1986,-1.113009417
69,Ninh Sơn District,01-09-1986,-0.998406302
70,Ninh Sơn District,01-10-1986,-1.251591027
71,Ninh Sơn District,01-11-1986,-1.352566695
72,Ninh Sơn District,01-12-1986,-1.291439867
73,Ninh Sơn District,01-01-1987,-1.215062133
74,Ninh Sơn District,01-02-1987,-1.153213699
75,Ninh Sơn District,01-03-1987,-1.409560053
76,Ninh Sơn District,01-04-1987,-1.502777311
77,Ninh Sơn District,01-05-1987,-1.621364109
78,Ninh Sơn District,01-06-1987,-1.595650492
79,Ninh Sơn District,01-07-1987,-1.587187295
80,Ninh Sơn District,01-08-1987,-1.576013057
81,Ninh Sơn District,01-09-1987,-1.793304974
82,Ninh Sơn District,01-10-1987,-1.903609955
83,Ninh Sơn District,01-11-1987,-1.901520512
84,Ninh Sơn District,01-12-1987,-1.780875995
85,Ninh Sơn District,01-01-1988,-1.586435867
86,Ninh Sơn District,01-02-1988,-1.689422033
87,Ninh Sơn District,01-03-1988,-1.584112778
88,Ninh Sơn District,01-04-1988,-1.570685375
89,Ninh Sơn District,01-05-1988,-1.585623163
90,Ninh Sơn District,01-06-1988,-1.767192355
91,Ninh Sơn District,01-07-1988,-1.802012722
92,Ninh Sơn District,01-08-1988,-1.992554007
93,Ninh Sơn District,01-09-1988,-1.920289615
94,Ninh Sơn District,01-10-1988,-1.485769908
95,Ninh Sơn District,01-11-1988,-0.990955312
96,Ninh Sơn District,01-12-1988,-0.828618956
97,Ninh Sơn District,01-01-1989,-0.872081895
98,Ninh Sơn District,01-02-1989,-1.37811913
99,Ninh Sơn District,01-03-1989,-0.529129615
100,Ninh Sơn District,01-04-1989,-0.317322267
101,Ninh Sơn District,01-05-1989,-0.783513488
102,Ninh Sơn District,01-06-1989,-1.019613756
103,Ninh Sơn District,01-07-1989,-1.045069371
104,Ninh Sơn District,01-08-1989,-1.145885083
105,Ninh Sơn District,01-09-1989,-1.522665321
106,Ninh Sơn District,01-10-1989,-1.477555951
107,Ninh Sơn District,01-11-1989,-1.38587116
108,Ninh Sơn District,01-12-1989,-1.225473013
109,Ninh Sơn District,01-01-1990,-1.349478109
110,Ninh Sơn District,01-02-1990,-1.520831242
111,Ninh Sơn District,01-03-1990,-1.534369466
112,Ninh Sơn District,01-04-1990,-1.031308732
113,Ninh Sơn District,01-05-1990,-1.097950158
114,Ninh Sơn District,01-06-1990,-0.904967926
115,Ninh Sơn District,01-07-1990,-0.959730841
116,Ninh Sơn District,01-08-1990,-0.585141031
117,Ninh Sơn District,01-09-1990,-0.210054197
118,Ninh Sơn District,01-10-1990,0.004583608
119,Ninh Sơn District,01-11-1990,-0.053059979
120,Ninh Sơn District,01-12-1990,-0.272942564
121,Ninh Sơn District,01-01-1991,-0.339176949
122,Ninh Sơn District,01-02-1991,-0.422154243
123,Ninh Sơn District,01-03-1991,0.766885692
124,Ninh Sơn District,01-04-1991,1.124658608
125,Ninh Sơn District,01-05-1991,0.295516886
126,Ninh Sơn District,01-06-1991,-0.178491272
127,Ninh Sơn District,01-07-1991,0.176043095
128,Ninh Sơn District,01-08-1991,0.34597128
129,Ninh Sơn District,01-09-1991,0.055328163
130,Ninh Sơn District,01-10-1991,-0.507284362
131,Ninh Sơn District,01-11-1991,-0.659205915
132,Ninh Sơn District,01-12-1991,-0.704659382
133,Ninh Sơn District,01-01-1992,-0.814760393
134,Ninh Sơn District,01-02-1992,-0.354799448
135,Ninh Sơn District,01-03-1992,-0.195496731
136,Ninh Sơn District,01-04-1992,-0.716414722
137,Ninh Sơn District,01-05-1992,-1.014122564
138,Ninh Sơn District,01-06-1992,-0.754485088
139,Ninh Sơn District,01-07-1992,-0.651092275
140,Ninh Sơn District,01-08-1992,0.096421249
141,Ninh Sơn District,01-09-1992,-0.127373089
142,Ninh Sơn District,01-10-1992,0.39408493
143,Ninh Sơn District,01-11-1992,-0.255336067
144,Ninh Sơn District,01-12-1992,-0.207493374
145,Ninh Sơn District,01-01-1993,-0.819349907
146,Ninh Sơn District,01-02-1993,-0.732801918
147,Ninh Sơn District,01-03-1993,-0.626855085
148,Ninh Sơn District,01-04-1993,-0.571925598
149,Ninh Sơn District,01-05-1993,-0.322464275
150,Ninh Sơn District,01-06-1993,0.050294841
151,Ninh Sơn District,01-07-1993,0.042458155
152,Ninh Sơn District,01-08-1993,0.148426724
153,Ninh Sơn District,01-09-1993,-0.382042534
154,Ninh Sơn District,01-10-1993,-0.013243645
155,Ninh Sơn District,01-11-1993,0.03871212
156,Ninh Sơn District,01-12-1993,0.418277842
157,Ninh Sơn District,01-01-1994,0.268855829
158,Ninh Sơn District,01-02-1994,0.437999734
159,Ninh Sơn District,01-03-1994,-0.061127295
160,Ninh Sơn District,01-04-1994,-0.015591093
161,Ninh Sơn District,01-05-1994,-0.035192749
162,Ninh Sơn District,01-06-1994,0.762987775
163,Ninh Sơn District,01-07-1994,0.983457142
164,Ninh Sơn District,01-08-1994,0.837688004
165,Ninh Sơn District,01-09-1994,0.331429928
166,Ninh Sơn District,01-10-1994,0.333831109
167,Ninh Sơn District,01-11-1994,0.055767327
168,Ninh Sơn District,01-12-1994,0.061730708
169,Ninh Sơn District,01-01-1995,-0.233959631
170,Ninh Sơn District,01-02-1995,0.394888636
171,Ninh Sơn District,01-03-1995,-0.128911749
172,Ninh Sơn District,01-04-1995,-0.19633046
173,Ninh Sơn District,01-05-1995,-0.442828943
174,Ninh Sơn District,01-06-1995,-0.730343339
175,Ninh Sơn District,01-07-1995,-0.067785375
176,Ninh Sơn District,01-08-1995,0.242940642
177,Ninh Sơn District,01-09-1995,0.683327906
178,Ninh Sơn District,01-10-1995,0.491799695
179,Ninh Sơn District,01-11-1995,0.257080212
180,Ninh Sơn District,01-12-1995,0.239688151
181,Ninh Sơn District,01-01-1996,0.087934927
182,Ninh Sơn District,01-02-1996,0.428254661
183,Ninh Sơn District,01-03-1996,0.006787773
184,Ninh Sơn District,01-04-1996,-0.076515769
185,Ninh Sơn District,01-05-1996,0.890036435
186,Ninh Sơn District,01-06-1996,0.960650865
187,Ninh Sơn District,01-07-1996,0.689213699
188,Ninh Sơn District,01-08-1996,-0.209357998
189,Ninh Sơn District,01-09-1996,0.16581659
190,Ninh Sơn District,01-10-1996,0.413035943
191,Ninh Sơn District,01-11-1996,1.188446599
192,Ninh Sơn District,01-12-1996,1.190355587
193,Ninh Sơn District,01-01-1997,1.330719945
194,Ninh Sơn District,01-02-1997,0.97000436
195,Ninh Sơn District,01-03-1997,0.354417672
196,Ninh Sơn District,01-04-1997,0.802949546
197,Ninh Sơn District,01-05-1997,0.315659343
198,Ninh Sơn District,01-06-1997,0.183010664
199,Ninh Sơn District,01-07-1997,0.092728796
200,Ninh Sơn District,01-08-1997,0.189714244
201,Ninh Sơn District,01-09-1997,0.153721451
202,Ninh Sơn District,01-10-1997,-0.458188034
203,Ninh Sơn District,01-11-1997,-0.717665961
204,Ninh Sơn District,01-12-1997,-0.83149863
205,Ninh Sơn District,01-01-1998,-0.663868091
206,Ninh Sơn District,01-02-1998,-0.53071262
207,Ninh Sơn District,01-03-1998,-0.645160999
208,Ninh Sơn District,01-04-1998,-0.791191649
209,Ninh Sơn District,01-05-1998,0.163975836
210,Ninh Sơn District,01-06-1998,0.199633875
211,Ninh Sơn District,01-07-1998,0.323378859
212,Ninh Sơn District,01-08-1998,0.310145164
213,Ninh Sơn District,01-09-1998,1.069844095
214,Ninh Sơn District,01-10-1998,1.139005803
215,Ninh Sơn District,01-11-1998,1.61925752
216,Ninh Sơn District,01-12-1998,1.566484209
217,Ninh Sơn District,01-01-1999,1.81169327
218,Ninh Sơn District,01-02-1999,1.467833012
219,Ninh Sơn District,01-03-1999,0.984906356
220,Ninh Sơn District,01-04-1999,1.920581273
221,Ninh Sơn District,01-05-1999,1.976485892
222,Ninh Sơn District,01-06-1999,2.043572677
223,Ninh Sơn District,01-07-1999,1.084621919
224,Ninh Sơn District,01-08-1999,0.844557907
225,Ninh Sơn District,01-09-1999,0.192483927
226,Ninh Sơn District,01-10-1999,0.124461417
227,Ninh Sơn District,01-11-1999,0.309985626
228,Ninh Sơn District,01-12-1999,0.903691481
229,Ninh Sơn District,01-01-2000,1.095757884
230,Ninh Sơn District,01-02-2000,1.223674475
231,Ninh Sơn District,01-03-2000,1.034731631
232,Ninh Sơn District,01-04-2000,0.944356334
233,Ninh Sơn District,01-05-2000,0.852111961
234,Ninh Sơn District,01-06-2000,0.823960076
235,Ninh Sơn District,01-07-2000,0.427408572
236,Ninh Sơn District,01-08-2000,0.057606471
237,Ninh Sơn District,01-09-2000,-0.152411314
238,Ninh Sơn District,01-10-2000,0.541404067
239,Ninh Sơn District,01-11-2000,0.940251518
240,Ninh Sơn District,01-12-2000,1.226465742
241,Ninh Sơn District,01-01-2001,1.153022211
242,Ninh Sơn District,01-02-2001,1.044285327
243,Ninh Sơn District,01-03-2001,1.448286205
244,Ninh Sơn District,01-04-2001,1.194790819
245,Ninh Sơn District,01-05-2001,0.89678913
246,Ninh Sơn District,01-06-2001,-0.077346976
247,Ninh Sơn District,01-07-2001,-0.413088002
248,Ninh Sơn District,01-08-2001,-0.243306365
249,Ninh Sơn District,01-09-2001,0.46236852
250,Ninh Sơn District,01-10-2001,0.56563278
251,Ninh Sơn District,01-11-2001,-0.053527904
252,Ninh Sơn District,01-12-2001,-0.496093028
253,Ninh Sơn District,01-01-2002,-0.703884069
254,Ninh Sơn District,01-02-2002,-0.361574492
255,Ninh Sơn District,01-03-2002,-0.537818409
256,Ninh Sơn District,01-04-2002,-0.080232678
257,Ninh Sơn District,01-05-2002,-0.582033399
258,Ninh Sơn District,01-06-2002,-0.571317307
259,Ninh Sơn District,01-07-2002,-0.894358996
260,Ninh Sơn District,01-08-2002,-0.516203728
261,Ninh Sơn District,01-09-2002,-0.047447911
262,Ninh Sơn District,01-10-2002,0.01039625
263,Ninh Sơn District,01-11-2002,0.283739613
264,Ninh Sơn District,01-12-2002,0.096732046
265,Ninh Sơn District,01-01-2003,0.402776922
266,Ninh Sơn District,01-02-2003,-0.002733828
267,Ninh Sơn District,01-03-2003,-0.238343342
268,Ninh Sơn District,01-04-2003,-0.589424559
269,Ninh Sơn District,01-05-2003,0.501036335
270,Ninh Sơn District,01-06-2003,0.126666141
271,Ninh Sơn District,01-07-2003,0.418845176
272,Ninh Sơn District,01-08-2003,-0.507329046
273,Ninh Sơn District,01-09-2003,-0.541491157
274,Ninh Sơn District,01-10-2003,-0.41111831
275,Ninh Sơn District,01-11-2003,0.007455687
276,Ninh Sơn District,01-12-2003,0.195551937
277,Ninh Sơn District,01-01-2004,-0.022641275
278,Ninh Sơn District,01-02-2004,-0.388161019
279,Ninh Sơn District,01-03-2004,-0.882302425
280,Ninh Sơn District,01-04-2004,-0.992691285
281,Ninh Sơn District,01-05-2004,0.608018286
282,Ninh Sơn District,01-06-2004,0.758744625
283,Ninh Sơn District,01-07-2004,0.528698814
284,Ninh Sơn District,01-08-2004,-0.19012291
285,Ninh Sơn District,01-09-2004,-0.864087551
286,Ninh Sơn District,01-10-2004,-1.174471414
287,Ninh Sơn District,01-11-2004,-1.442761756
288,Ninh Sơn District,01-12-2004,-1.30642457
289,Ninh Sơn District,01-01-2005,-1.313379882
290,Ninh Sơn District,01-02-2005,-1.240292619
291,Ninh Sơn District,01-03-2005,-0.887200994
292,Ninh Sơn District,01-04-2005,-0.923210197
293,Ninh Sơn District,01-05-2005,-0.702895916
294,Ninh Sơn District,01-06-2005,-0.953888788
295,Ninh Sơn District,01-07-2005,-0.731066176
296,Ninh Sơn District,01-08-2005,-0.807321799
297,Ninh Sơn District,01-09-2005,-0.393838803
298,Ninh Sơn District,01-10-2005,-0.021430724
299,Ninh Sơn District,01-11-2005,0.098992864
300,Ninh Sơn District,01-12-2005,0.549108016
301,Ninh Sơn District,01-01-2006,0.493191295
302,Ninh Sơn District,01-02-2006,1.04446846
303,Ninh Sơn District,01-03-2006,0.921210912
304,Ninh Sơn District,01-04-2006,1.060119211
305,Ninh Sơn District,01-05-2006,0.426308512
306,Ninh Sơn District,01-06-2006,-0.095444355
307,Ninh Sơn District,01-07-2006,-0.175084864
308,Ninh Sơn District,01-08-2006,-0.069689096
309,Ninh Sơn District,01-09-2006,-0.140165599
310,Ninh Sơn District,01-10-2006,-0.637410535
311,Ninh Sơn District,01-11-2006,-0.929717759
312,Ninh Sơn District,01-12-2006,-0.809021113
313,Ninh Sơn District,01-01-2007,-0.632605506
314,Ninh Sơn District,01-02-2007,-0.164670174
315,Ninh Sơn District,01-03-2007,-0.400750884
316,Ninh Sơn District,01-04-2007,-0.348509858
317,Ninh Sơn District,01-05-2007,0.413805614
318,Ninh Sơn District,01-06-2007,0.294248107
319,Ninh Sơn District,01-07-2007,0.246333652
320,Ninh Sơn District,01-08-2007,-0.032488465
321,Ninh Sơn District,01-09-2007,-0.065709293
322,Ninh Sơn District,01-10-2007,0.056397786
323,Ninh Sơn District,01-11-2007,0.45238705
324,Ninh Sơn District,01-12-2007,0.287555697
325,Ninh Sơn District,01-01-2008,0.509109347
326,Ninh Sơn District,01-02-2008,0.091864817
327,Ninh Sơn District,01-03-2008,0.866296884
328,Ninh Sơn District,01-04-2008,0.802064416
329,Ninh Sơn District,01-05-2008,0.645842328
330,Ninh Sơn District,01-06-2008,0.460950918
331,Ninh Sơn District,01-07-2008,0.212033231
332,Ninh Sơn District,01-08-2008,-0.096048057
333,Ninh Sơn District,01-09-2008,0.172738158
334,Ninh Sơn District,01-10-2008,-0.150062201
335,Ninh Sơn District,01-11-2008,0.370011137
336,Ninh Sơn District,01-12-2008,0.466131618
337,Ninh Sơn District,01-01-2009,0.820726376
338,Ninh Sơn District,01-02-2009,0.745522294
339,Ninh Sơn District,01-03-2009,0.568678908
340,Ninh Sơn District,01-04-2009,1.553439956
341,Ninh Sơn District,01-05-2009,1.511044329
342,Ninh Sơn District,01-06-2009,1.038146547
343,Ninh Sơn District,01-07-2009,0.121428363
344,Ninh Sơn District,01-08-2009,-0.456154943
345,Ninh Sơn District,01-09-2009,-0.166458322
346,Ninh Sơn District,01-10-2009,-0.473910602
347,Ninh Sơn District,01-11-2009,-0.385841725
348,Ninh Sơn District,01-12-2009,-0.570217321
349,Ninh Sơn District,01-01-2010,-0.008491885
350,Ninh Sơn District,01-02-2010,0.229958158
351,Ninh Sơn District,01-03-2010,0.86437214
352,Ninh Sơn District,01-04-2010,-0.065545913
353,Ninh Sơn District,01-05-2010,-0.772570641
354,Ninh Sơn District,01-06-2010,-0.943104331
355,Ninh Sơn District,01-07-2010,-1.030543503
356,Ninh Sơn District,01-08-2010,-0.854974639
357,Ninh Sơn District,01-09-2010,-0.854119163
358,Ninh Sơn District,01-10-2010,0.823685312
359,Ninh Sơn District,01-11-2010,1.497534921
360,Ninh Sơn District,01-12-2010,1.588138173
361,Ninh Sơn District,01-01-2011,1.148784479
362,Ninh Sơn District,01-02-2011,0.247722278
363,Ninh Sơn District,01-03-2011,0.787778669
364,Ninh Sơn District,01-04-2011,0.522679164
365,Ninh Sơn District,01-05-2011,0.784480372
366,Ninh Sơn District,01-06-2011,0.271871225
367,Ninh Sơn District,01-07-2011,0.409317976
368,Ninh Sơn District,01-08-2011,0.086395911
369,Ninh Sơn District,01-09-2011,0.121296603
370,Ninh Sơn District,01-10-2011,-0.162501251
371,Ninh Sơn District,01-11-2011,-0.242893685
372,Ninh Sơn District,01-12-2011,-0.208476281
373,Ninh Sơn District,01-01-2012,0.02396218
374,Ninh Sơn District,01-02-2012,0.448322753
375,Ninh Sơn District,01-03-2012,1.324060098
376,Ninh Sơn District,01-04-2012,1.675636798
377,Ninh Sơn District,01-05-2012,1.016120767
378,Ninh Sơn District,01-06-2012,0.229063882
379,Ninh Sơn District,01-07-2012,-0.027851319
380,Ninh Sơn District,01-08-2012,-0.096979816
381,Ninh Sơn District,01-09-2012,0.826070031
382,Ninh Sơn District,01-10-2012,0.000956858
383,Ninh Sơn District,01-11-2012,0.07314718
384,Ninh Sơn District,01-12-2012,-0.632131336
385,Ninh Sơn District,01-01-2013,-0.330323125
386,Ninh Sơn District,01-02-2013,-0.132050579
387,Ninh Sơn District,01-03-2013,0.263020754
388,Ninh Sơn District,01-04-2013,0.193709061
389,Ninh Sơn District,01-05-2013,-0.656239127
390,Ninh Sơn District,01-06-2013,-0.371852389
391,Ninh Sơn District,01-07-2013,-0.535236468
392,Ninh Sơn District,01-08-2013,-0.08096334
393,Ninh Sơn District,01-09-2013,-0.2149675
394,Ninh Sơn District,01-10-2013,-0.360675367
395,Ninh Sơn District,01-11-2013,-0.230123841
396,Ninh Sơn District,01-12-2013,-0.401625912
397,Ninh Sơn District,01-01-2014,-0.296153638
398,Ninh Sơn District,01-02-2014,-0.9957138
399,Ninh Sơn District,01-03-2014,-0.935627985
400,Ninh Sơn District,01-04-2014,-0.628599601
401,Ninh Sơn District,01-05-2014,-0.769723994
402,Ninh Sơn District,01-06-2014,-0.611659847
403,Ninh Sơn District,01-07-2014,-0.398793493
404,Ninh Sơn District,01-08-2014,-0.074092218
405,Ninh Sơn District,01-09-2014,-0.475819059
406,Ninh Sơn District,01-10-2014,-0.840057394
407,Ninh Sơn District,01-11-2014,-1.028862152
408,Ninh Sơn District,01-12-2014,-0.592326449
409,Ninh Sơn District,01-01-2015,-0.498493868
410,Ninh Sơn District,01-02-2015,-0.12488471
411,Ninh Sơn District,01-03-2015,-0.954913956
412,Ninh Sơn District,01-04-2015,-0.970774433
413,Ninh Sơn District,01-05-2015,-0.833536652
414,Ninh Sơn District,01-06-2015,-0.807961665
415,Ninh Sơn District,01-07-2015,-0.497828165
416,Ninh Sơn District,01-08-2015,-0.607475744
417,Ninh Sơn District,01-09-2015,-0.655416823
418,Ninh Sơn District,01-10-2015,-0.705548711
419,Ninh Sơn District,01-11-2015,0.322137158
420,Ninh Sơn District,01-12-2015,0.784767318
421,Ninh Sơn District,01-01-2016,1.070424137
422,Ninh Sơn District,01-02-2016,0.788232329
423,Ninh Sơn District,01-03-2016,-0.13643322
424,Ninh Sơn District,01-04-2016,-0.632459314
425,Ninh Sơn District,01-05-2016,0.692245426
426,Ninh Sơn District,01-06-2016,1.364632288
427,Ninh Sơn District,01-07-2016,1.544708403
428,Ninh Sơn District,01-08-2016,1.259176594
429,Ninh Sơn District,01-09-2016,0.913306621
430,Ninh Sơn District,01-10-2016,1.150128968
431,Ninh Sơn District,01-11-2016,1.060657692
432,Ninh Sơn District,01-12-2016,1.884340296
433,Ninh Sơn District,01-01-2017,2.163234705
434,Ninh Sơn District,01-02-2017,2.449846871
435,Ninh Sơn District,01-03-2017,1.970561832
436,Ninh Sơn District,01-04-2017,1.32026763
437,Ninh Sơn District,01-05-2017,1.188968688
438,Ninh Sơn District,01-06-2017,1.163286516
439,Ninh Sơn District,01-07-2017,1.146400877
440,Ninh Sơn District,01-08-2017,1.172109004
441,Ninh Sơn District,01-09-2017,0.713924638
442,Ninh Sơn District,01-10-2017,0.81897322
443,Ninh Sơn District,01-11-2017,0.610669319
444,Ninh Sơn District,01-12-2017,0.80838224
445,Ninh Sơn District,01-01-2018,0.51470224
446,Ninh Sơn District,01-02-2018,0.496375585
447,Ninh Sơn District,01-03-2018,0.531116562
448,Ninh Sơn District,01-04-2018,0.536162405
449,Ninh Sơn District,01-05-2018,0.082563503
450,Ninh Sơn District,01-06-2018,0.440710458
451,Ninh Sơn District,01-07-2018,0.788800446
452,Ninh Sơn District,01-08-2018,1.338930035
453,Ninh Sơn District,01-09-2018,1.647214249
454,Ninh Sơn District,01-10-2018,1.341705022
455,Ninh Sơn District,01-11-2018,1.431918173
456,Ninh Sơn District,01-12-2018,1.016575096
457,Ninh Sơn District,01-01-2019,1.447755581
458,Ninh Sơn District,01-02-2019,1.190615732
459,Ninh Sơn District,01-03-2019,1.430257636
460,Ninh Sơn District,01-04-2019,0.801804339
461,Ninh Sơn District,01-05-2019,0.558179277
462,Ninh Sơn District,01-06-2019,0.539482464
463,Ninh Sơn District,01-07-2019,0.534624275
464,Ninh Sơn District,01-08-2019,1.4116723
465,Ninh Sơn District,01-09-2019,1.936881967
466,Ninh Sơn District,01-10-2019,1.54729981
467,Ninh Sơn District,01-11-2019,0.916396193
468,Ninh Sơn District,01-12-2019,-0.16661834
469,Ninh Sơn District,01-01-2020,0.13649467
470,Ninh Sơn District,01-02-2020,-0.52668416
471,Ninh Sơn District,01-03-2020,-0.243188212
472,Ninh Sơn District,01-04-2020,-0.256497893
473,Ninh Sơn District,01-05-2020,-0.752604875
474,Ninh Sơn District,01-06-2020,-0.050423222
475,Ninh Sơn District,01-07-2020,0.394744869
476,Ninh Sơn District,01-08-2020,1.40422626
477,Ninh Sơn District,01-09-2020,1.037099972
478,Ninh Sơn District,01-10-2020,1.500392419
479,Ninh Sơn District,01-11-2020,1.222401131
480,Ninh Sơn District,01-12-2020,1.215947005
481,Ninh Sơn District,01-01-2021,0.855148096
482,Ninh Sơn District,01-02-2021,0.540102411
483,Ninh Sơn District,01-03-2021,0.171546728
484,Ninh Sơn District,01-04-2021,1.408852787
485,Ninh Sơn District,01-05-2021,1.620749093
486,Ninh Sơn District,01-06-2021,1.689429063
487,Ninh Sơn District,01-07-2021,1.142250196
488,Ninh Sơn District,01-08-2021,0.817657672
489,Ninh Sơn District,01-09-2021,0.977057028
490,Ninh Sơn District,01-10-2021,1.776841232
491,Ninh Sơn District,01-11-2021,1.839441476
492,Ninh Sơn District,01-12-2021,1.534290228
493,Ninh Sơn District,01-01-2022,1.061973625
494,Ninh Sơn District,01-02-2022,0.338890612
495,Ninh Sơn District,01-03-2022,1.865293625
496,Ninh Sơn District,01-04-2022,1.955491301
497,Ninh Sơn District,01-05-2022,1.939562982
498,Ninh Sơn District,01-06-2022,1.296651592
499,Ninh Sơn District,01-07-2022,1.044906537
500,Ninh Sơn District,01-08-2022,1.406498967
501,Ninh Sơn District,01-09-2022,1.445253058
502,Ninh Sơn District,01-10-2022,1.461168026
503,Ninh Sơn District,01-11-2022,0.797710337
504,Ninh Sơn District,01-12-2022,1.040339482
505,Ninh Sơn District,01-01-2023,1.293461123
506,Ninh Sơn District,01-02-2023,1.681932382
507,Ninh Sơn District,01-03-2023,1.438465144
508,Ninh Sơn District,01-04-2023,0.282825987
509,Ninh Sơn District,01-05-2023,0.537252303
510,Ninh Sơn District,01-06-2023,1.06356526
511,Ninh Sơn District,01-07-2023,1.673189699
512,Ninh Sơn District,01-08-2023,1.54967946
513,Ninh Sơn District,01-09-2023,1.485782095
514,Ninh Sơn District,01-10-2023,0.787411489
515,Ninh Sơn District,01-11-2023,0.52987929
516,Ninh Sơn District,01-12-2023,0.122407352
517,Ninh Sơn District,01-01-2024,0.293826409
518,Ninh Sơn District,01-02-2024,0.541979234
519,Ninh Sơn District,01-03-2024,0.432094707
520,Ninh Sơn District,01-04-2024,-0.042584991
521,Ninh Sơn District,01-05-2024,0.365047849
522,Ninh Sơn District,01-06-2024,0.973818346
523,Ninh Sơn District,01-07-2024,2.227590654
524,Ninh Sơn District,01-08-2024,2.325797231
525,Ninh Sơn District,01-09-2024,1.937907545
526,Ninh Sơn District,01-10-2024,0.777484542
527,Ninh Sơn District,01-11-2024,0.075255043
528,Ninh Sơn District,01-12-2024,0.193266803
529,Ninh Sơn District,01-01-2025,0.446891702
530,Ninh Sơn District,01-02-2025,1.376871737
531,Ninh Sơn District,01-03-2025,1.238417455
532,Ninh Sơn District,01-04-2025,1.112250439
533,Ninh Sơn District,01-05-2025,1.237301924
534,Ninh Sơn District,01-06-2025,1.636932447
535,Ninh Sơn District,01-07-2025,1.613181969
536,Ninh Sơn District,01-08-2025,1.075838228
537,Ninh Sơn District,01-09-2025,1.266669768
538,Ninh Sơn District,01-10-2025,1.876906431
539,Ninh Sơn District,01-11-2025,1.981533278
540,Ninh Sơn District,01-12-2025,1.565849325
541,Phan Rang-Tháp Chàm,01-01-1981,-0.494323075
542,Phan Rang-Tháp Chàm,01-02-1981,-0.494323075
543,Phan Rang-Tháp Chàm,01-03-1981,-1.083169588
544,Phan Rang-Tháp Chàm,01-04-1981,-0.657484585
545,Phan Rang-Tháp Chàm,01-05-1981,-0.614340686
546,Phan Rang-Tháp Chàm,01-06-1981,0.017180711
